state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,initiative,project,amount_low,amount_high,pool_amount,n_recipients,beds,counties_served,regions_served,entity_type_raw,budget_year2,flow_type,hospital_attribution,hospital_benefiting,intermediary_name,hospital_affiliation_signal,date_announced,classification_rule,determination_basis
OR,237,Youth Era,514741.01,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 460,819.10",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Social Service or Community-Based Organization,HIGH,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,Statewide,Statewide,Social Service or Community-Based Organization,460819.1,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Social Service or Community-Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,238,"Alano Club, Comagine Health, Tabor North",1113000,NONPROFIT_CBO,Unclear,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;MULTI_RECIPIENT_FIELD;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Healthy Communities Initiative,Naloxone Access Expansion,1113000,,,,,,,,,PASS_THROUGH_UNRESOLVED,NOT_HOSPITAL,No,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,239,Columbia Gorge Health Council,618000,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Healthy Communities Initiative,Connected Care for Older Adults,618000,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,240,Family Connects Oregon,631000,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Healthy Communities Initiative,Nurse Home Visiting Expansion,631000,,,,,,,,,IN_KIND_BENEFIT,NOT_HOSPITAL,Yes,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded."
OR,241,Healthcare Safety Solutions,502000,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Workforce Capacity & Resilience Initiative,Emergency Medical Services (EMS) Simulation Training,502000,,,,,,,,,IN_KIND_BENEFIT,NOT_HOSPITAL,Yes,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded."
OR,242,"Northwest Regional ESD, Clatsop Community College, Providence Seaside Hospital, Seaside School District",186000,HOSPITAL_OR_SYSTEM,Unclear,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,MULTI_RECIPIENT_FIELD;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Workforce Capacity & Resilience Initiative,Medical Assistant Workforce Pathway,186000,,,,,,,,,PASS_THROUGH_UNRESOLVED,NOT_HOSPITAL,Yes,,FALSE,2026-04-10,PATTERN,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,243,Oregon ECHO Network (ORPRN),159000,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Workforce Capacity & Resilience Initiative,Advancement of Rural Provider Education,159000,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,244,Oregon Health & Science University (OHSU),398000,UNIVERSITY_OR_AHC,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,HIGH,AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Workforce Capacity & Resilience Initiative,24/7 Obstetric Addiction Advice Line,398000,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-04-10,PATTERN,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,245,Oregon Perinatal Collaborative,610000,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Workforce Capacity & Resilience Initiative,Mobile Obstetrics Simulation Unit,610000,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,246,"Oregon Rural Practice-based Research Network (ORPRN), Oregon Community Health Workers' Association (ORCHWA), Familia's en Acción, and Oregon Wellness Network (OWN)",363000,NONPROFIT_CBO,Unclear,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;MULTI_RECIPIENT_FIELD;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Healthy Communities Initiative,Chronic Disease Management Training,363000,,,,,,,,,PASS_THROUGH_UNRESOLVED,NOT_HOSPITAL,No,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,247,Oregon School Nurses Association & Regional ESDs,,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_RANGE_IN_SOURCE,IMMEDIATE_IMPACT_WAVE1,Healthy Communities Initiative,School Nursing Access Pilot,403000,778000,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,248,Portland State University,107000,UNIVERSITY_OR_AHC,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,HIGH,AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE1,Healthy Communities Initiative,Brain Health and Dementia Initiative,107000,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-04-10,PATTERN,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,249,Regional Partners,,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 1 (announced 2026-04-10). Amount is the estimate from the recipient's Notice of Intent to Award.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_RANGE_IN_SOURCE,IMMEDIATE_IMPACT_WAVE1,Healthy Communities Initiative,School-Based Mental Health & Substance Use Early Intervention,102000,194000,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-04-10,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,250,Area Agencies on Aging,515051,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 2 (announced 2026-07-07). OHA states 33 projects and $17M; the awards page names 21. This is one of the named.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE2,Healthy Communities & Prevention Initiative,Senior Meal Expansion Program,515051,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,251,BestCare Treatment Services,412635,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 2 (announced 2026-07-07). OHA states 33 projects and $17M; the awards page names 21. This is one of the named.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE2,Healthy Communities & Prevention Initiative,Nurture Oregon Site Expansions,412635,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,252,Comagine,288104,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 2 (announced 2026-07-07). OHA states 33 projects and $17M; the awards page names 21. This is one of the named.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE2,Workforce Capacity & Resilience Initiative,Nurture Oregon Workforce Supports,288104,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,253,Custody to Counseling Pipeline: CADC Training at Snake River Correctional Institution,80765,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 2 (announced 2026-07-07). OHA states 33 projects and $17M; the awards page names 21. This is one of the named.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;RECIPIENT_NOT_NAMED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE2,Workforce Capacity & Resilience Initiative,Custody to Counseling Pipeline: CADC Training at Snake River Correctional Institution,80765,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,254,Department of Early Learning & Care (DELC),249800,STATE_AGENCY,No,"Immediate Impact Award, Wave 2 (announced 2026-07-07). OHA states 33 projects and $17M; the awards page names 21. This is one of the named.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,MEDIUM,AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE2,Healthy Communities & Prevention Initiative,State Plan for Every Child Belongs,249800,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,PATTERN,"Recipient name rule: name states a state agency. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,255,Expanded Functions Dental Assistant (EFDA) Local Anesthesia Dental Workforce Expansion,138902,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 2 (announced 2026-07-07). OHA states 33 projects and $17M; the awards page names 21. This is one of the named.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;RECIPIENT_NOT_NAMED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE2,Workforce Capacity & Resilience Initiative,Expanded Functions Dental Assistant (EFDA) Local Anesthesia Dental Workforce Expansion,138902,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,256,Klamath Basin Behavioral Health,208472,NONPROFIT_CBO,No,"Immediate Impact Award, Wave 2 (announced 2026-07-07). OHA states 33 projects and $17M; the awards page names 21. This is one of the named.",Yes,No,FY2026 (Year 1),RHTP Awards & Investments in Rural Communities,https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Not stated by OHA; classified from recipient name (§0.3a).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,IMMEDIATE_IMPACT_WAVE2,Healthy Communities & Prevention Initiative,School Mental Health Expansion,208472,,,,,,,,,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
